Entry	Gene names  (primary )	Gene names  (synonym )
C9JL84	HHLA1	
Q6ZMV7	LEKR1	
Q16665	HIF1A	BHLHE78 MOP1 PASD8
Q8IZI9	IFNL3	IL28B IL28C ZCYTO22
Q53H82	LACTB2	
Q9NQE9	HINT3	
Q13099	IFT88	TG737 TTC10
Q9H239	MMP28	MMP25
P01344	IGF2	
Q8N9C0	IGSF22	
O00470	MEIS1	
Q93033	CD101	EWI101 IGSF2 V7
Q9H756	LRRC19	
O00180	KCNK1	HOHO1 KCNO1 TWIK1
Q4G0P3	HYDIN	HYDIN1 KIAA1864
Q6ZSA7	LRRC55	
Q9BQ31	KCNS3	
Q9BTN0	LRFN3	SALM4
O94898	LRIG2	KIAA0806 LIG2
P48357	LEPR	DB OBR
O75427	LRCH4	LRN LRRN1 LRRN4
Q7Z4F1	LRP10	
Q9NWR8	MCUB	CCDC109B
Q14114	LRP8	APOER2
O15151	MDM4	MDMX
Q9UHA4	LAMTOR3	MAP2K1IP1 MAPKSP1
Q643R3	LPCAT4	AGPAT7 AYTL3 LPEAT2
Q9GZQ8	MAP1LC3B	MAP1ALC3
H3BQJ8	LY6L	
Q9Y5L5	LENEP	LEP503
A0A075B6I9	IGLV7-46	
B3KU38	IQCJ-SCHIP1	
Q92839	HAS1	HAS
Q86VI3	IQGAP3	
Q16891	IMMT	HMP MIC60 MINOS2
P32019	INPP5B	OCRL2
P20701	ITGAL	CD11A
Q03252	LMNB2	LMN2
Q6H9L7	ISM2	TAIL1 THSD3
P05161	ISG15	G1P2 UCRP
O60663	LMX1B	
P53779	MAPK10	JNK3 JNK3A PRKM10 SAPK1B
P30519	HMOX2	HO2
Q15652	JMJD1C	JHDM2C KIAA1380 TRIP8
Q7RTR2	NLRC3	NOD3
P52597	HNRNPF	HNRPF
Q9BYJ1	ALOXE3	
Q7L4E1	MIGA2	C9orf54 FAM73B
Q5TCS8	AK9	AKD1 AKD2 C6orf199 C6orf224
A8MVJ9		
P20671	H2AC7	H2AFG HIST1H2AD
Q75WM6	H1FNT	HANP1
Q9NP64	ZCCHC17	PS1D
Q8N3Z3	GTPBP8	
Q6EKJ0	GTF2IRD2B	
P43686	PSMC4	MIP224 TBP7
P52952	NKX2-5	CSX NKX2.5 NKX2E
O60524	NEMF	SDCCAG1
P24158	PRTN3	MBN
Q2VWP7	PRTG	
Q9NZ94	NLGN3	KIAA1480 NL3
O76050	NEURL1	NEURL NEURL1A RNF67
O00712	NFIB	
P01213	PDYN	
Q9NZK7	PLA2G2E	
P43116	PTGER2	
Q99487	PAFAH2	
Q5VWM4	PRAMEF8	PRAMEF24
Q8NCC3	PLA2G15	LYPLA3
O14594	NCAN	CSPG3 NEUR
P02812	PRB2	
O96013	PAK4	KIAA1142
Q69YL0	NCBP2AS2	HIAR
A8MTQ0	NOTO	
Q8N1F7	NUP93	KIAA0095
Q9Y5I3	PCDHA1	
Q9Y5G7	PCDHGA6	
Q8TAT6	NPLOC4	KIAA1499 NPL4
O00624	SLC17A2	NPT3
Q96P66	GPR101	
P63218	GNG5	GNGT5
Q8IVH4	MMAA	
Q8WWU7	ITLN2	
Q96T52	IMMP2L	
Q9UM19	HPCAL4	
P49019	HCAR3	GPR109B HCA3 HM74B NIACR2
P29622	SERPINA4	KST PI4
Q96S86	HAPLN3	EXLD1
O60229	KALRN	DUET DUO HAPIP TRAD
Q0VD86	INCA1	
Q6NY19	KANK3	ANKRD47
Q9NQS7	INCENP	
P49840	GSK3A	
Q12879	GRIN2A	NMDAR2A
O60741	HCN1	BCNG1
P28066	PSMA5	
P14317	HCLS1	HS1
Q9Y3Q4	HCN4	
P01743	IGHV1-46	
P10644	PRKAR1A	PKR1 PRKAR1 TSE1
A0A0C4DH32	IGHV3-20	
P01742	IGHV1-69	
P01766	IGHV3-13	
Q14934	NFATC4	NFAT3
A0A0B4J1V0	IGHV3-15	
A0A0B4J1X8	IGHV3-43	
A0A0B4J1U7	IGHV6-1	
P22612	PRKACG	
O15350	TP73	P73
Q5SSG8	MUC21	C6orf205
Q86UQ8	NFE4	
Q9C002	NMES1	C15orf48
E2RYF6	MUC22	G4 PBMUCL1
O95050	INMT	
Q8TAX7	MUC7	MG2
Q6IQ20	NAPEPLD	C7orf18
Q7L7L0	HIST3H2A	
P09488	GSTM1	GST1
Q16778	HIST2H2BE	H2BFQ
Q9H583	HEATR1	BAP28 UTP10
Q4G0X4	KCTD21	
Q14722	KCNAB1	KCNA1B
Q75N03	CBLL1	HAKAI RNF188
Q86Y39	NDUFA11	
O43490	PROM1	PROML1
Q9HC23	PROK2	BV8
P17568	NDUFB7	
Q96JY6	PDLIM2	
E9PQ53	NDUFC2-KCTD14	
Q9NX14	NDUFB11	
Q86UA1	PRPF39	
O00217	NDUFS8	
Q99633	PRPF18	HPRP18
O76041	NEBL	LNEBL
Q9H244	P2RY12	HORK3
Q9NQS3	NECTIN3	PRR3 PVRL3
Q8IVV8	NKAIN4	C20orf58 FAM77A
P62195	PSMC5	SUG1
Q8TAU0	NKX2-3	NKX23 NKX2C
O15522	NKX2-8	NKX-2.8 NKX2G NKX2H
A6NFU8	PGPEP1L	
Q8TDF5	NETO1	BTCL1
Q99519	NEU1	NANH
Q9UQ49	NEU3	
O00764	PDXK	C21orf124 C21orf97 PKH PNK
P54886	ALDH18A1	GSAS P5CS PYCS
Q9NRG1	PRTFDC1	HHGP
Q04900	CD164	
P05121	SERPINE1	PAI1 PLANH1
P26367	PAX6	AN2
Q8WUB8	PHF10	BAF45A
Q9H814	PHAX	RNUXA
Q9H7J1	PPP1R3E	
Q92576	PHF3	KIAA0244
Q9NRJ5	PAPOLB	PAPT
Q8NFH3	NUP43	
Q9UMR5	PPT2	
Q460N5	PARP14	BAL2 KIAA1268
P55085	F2RL1	GPR11 PAR2
Q9BRP4	PAAF1	WDR71
O60828	PQBP1	NPW38
Q13823	GNL2	NGP1
P30086	PEBP1	PBP PEBP
Q9H361	PABPC3	PABP3 PABPL3
Q8TEW0	PARD3	PAR3 PAR3A
P61581	ERVK-24	
Q96HM7	PCED1B	FAM113B
Q9Y2A7	NCKAP1	HEM2 KIAA0587 NAP1
Q8N8M0	NAT16	C7orf52
O43900	PRICKLE3	LMO6
Q9UMY1	NOL7	C6orf90 NOP27
Q6UWI2	PARM1	
Q15233	NONO	NRB54
P86478	PRR20E	
Q8NAV1	PRPF38A	
Q6TGC4	PADI6	PAD6
Q9NVD7	PARVA	MXRA2
O95522	PRAMEF12	
Q6UY27	PATE2	C11orf38
Q15004	PCLAF	KIAA0101 NS5ATP9 PAF
Q6ZW49	PAXIP1	PAXIP1L PTIP
P30041	PRDX6	AOP2 KIAA0106
P29474	NOS3	
Q8IXS6	PALM2	
Q9BVG4	PBDC1	CXorf26
Q8WX93	PALLD	KIAA0992
Q86U86	PBRM1	BAF180 PB1
Q96MT3	PRICKLE1	RILP
Q9HCH0	NCKAP5L	CEP169 KIAA1602
Q9H158	PCDHAC1	
Q8NE18	NSUN7	
Q15596	NCOA2	BHLHE75 SRC2 TIF2
E9PIF3	NPIPA2	
O75200	NPIPB7	NPIPL1
Q8N130	SLC34A3	NPT2C NPTIIC
P16471	PRLR	
O95872	GPANK1	ANKRD59 BAT4 G5 GPATCH10
Q9H2C0	GAN	GAN1 KLHL16
Q01469	FABP5	
Q9UBT7	CTNNAL1	
Q7RTX7	CATSPER4	
Q7Z7A3	CTU1	ATPBD3 NCS6
Q96MU8	KREMEN1	KREMEN KRM1
Q9NPI7	KRCC1	CHBP2
Q86YR7	MCF2L2	DRG KIAA0861
Q9H079	KATNBL1	C15orf29
Q8NI77	KIF18A	
P43626	KIR2DL1	CD158A NKAT1
P43632	KIR2DS4	CD158I KKA3 NKAT8
P43627	KIR2DL2	CD158B1 NKAT6
Q14943	KIR3DS1	NKAT10
P43629	KIR3DL1	CD158E NKAT3 NKB1
Q04760	GLO1	
Q99661	KIF2C	KNSL6
Q9UIL4	KIF25	KNSL3
O15066	KIF3B	KIAA0359
O95460	MATN4	
Q86WI0	LHFPL1	
Q10469	MGAT2	
O43708	GSTZ1	MAAI
Q9H496	TOR1AIP2	IFRG15
O94889	KLHL18	KIAA0795
P01877	IGHA2	
Q4G0Z9	MCMDC2	C8orf45
Q8NE63	HIPK4	
P83111	LACTB	MRPL56
P55268	LAMB2	LAMS
Q8TDN1	KCNG4	KCNG3
Q96KG7	MEGF10	KIAA1780
Q8N5I3	KCNRG	CLLD4
Q13753	LAMC2	LAMB2T LAMNB2
Q6NXR0	IRGC	IIGP5 IRGC1
Q92826	HOXB13	
A0A075B6K2	IGLV3-12	
Q8NDA2	HMCN2	
Q9UGB7	MIOX	ALDRL6 KSP32 RSOR
O97980	HMHB1	
Q9HBH9	MKNK2	GPRK7 MNK2
Q15049	MLC1	KIAA0027 WKL1
O00370		
Q9P0M6	H2AFY2	MACROH2A2
P48730	CSNK1D	HCKID
Q99877	H2BC15	H2BFD HIST1H2BN
Q7Z2G1	H2BFWT	
Q9Y3E1	HDGFL3	HDGF2 HDGFRP3
Q93079	HIST1H2BH	H2BFJ
A4D1E9	GTPBP10	OBGH2
Q13555	CAMK2G	CAMK CAMK-II CAMKG
P84243	H3-3A; H3-3B	H3.3A H3F3 H3F3A; H3.3B H3F3B
Q9UNX9	KCNJ14	IRK4
Q9UII4	HERC5	CEB1 CEBP1
Q12791	KCNMA1	KCNMA SLO
Q96DU7	ITPKC	IP3KC
P61925	PKIA	PRKACN1
Q96PR1	KCNC2	
Q6Y1H2	HACD2	PTPLB
O15397	IPO8	RANBP8
Q86VS3	IQCH	
Q7Z4H7	HAUS6	DGT6 FAM29A KIAA1574
Q9BUL8	PDCD10	CCM3 TFAR15
Q16342	PDCD2	RP8 ZMYND7
P01138	NGF	NGFB
Q53EL6	PDCD4	H731
Q8N4E4	PDCL2	
Q8N807	PDILT	
Q92542	NCSTN	KIAA0253
Q9NR12	PDLIM7	ENIGMA
P27918	CFP	PFC
Q8WWY3	PRPF31	PRP31
Q13523	PRPF4B	KIAA0536 PRP4 PRP4H PRP4K
Q6P2Q9	PRPF8	PRPC8
Q96P71	NECAB3	APBA2BP NIP1 SYTIP2 XB51
Q8N8Z3	PRR26	C10orf108
Q9NZ81	PRR13	TXR1
Q96S44	TP53RK	C20orf64 PRPK
Q9BQR3	PRSS27	MPN
Q92982	NINJ1	
P51955	NEK2	NEK2A NLK1
Q9H3P2	NELFA	WHSC2
P43699	NKX2-1	NKX2A TITF1 TTF1
Q9ULC0	EMCN	EMCN2 MUC14
Q9UD71	PPP1R1B	DARPP32
P05166	PCCB	
O15055	PER2	KIAA0347
Q9Y2I2	NTNG1	KIAA0976 LMNT1
Q9Y3E2	BOLA1	
Q4LE39	ARID4B	BRCAA1 RBBP1L1 RBP1L1 SAP180
Q13938	CAPS	
Q9NQ92	COPRS	C17orf79 COPR5
P07199	CENPB	
Q7Z7K6	CENPV	PRR6
Q8TAP6	CEP76	C18orf9
Q3KRA9	ALKBH6	ABH6
Q8NCX0	CCDC150	
Q96LY2	CCDC74B	
Q5JQF7	LINC01556	C6orf100
H3BU77	CCDC179	
P20290	BTF3	NACB
Q6NSI1	ANKRD26P1	
Q6ZW13	C16orf86	
P54793	ARSF	
P00736	C1R	
Q9BXJ1	C1QTNF1	CTRP1
P12107	COL11A1	COLL6
Q13705	ACVR2B	
Q9BRR6	ADPGK	
P07306	ASGR1	CLEC4H1
Q9UH73	EBF1	COE1 EBF
Q8ND76	CCNY	C10orf9 CBCP1 CFP1
Q9Y2M0	FAN1	KIAA1018 MTMR15
P0CJ88	DUX4L5	
Q8IYD8	FANCM	KIAA1596
P17813	ENG	END
O15488	GYG2	
P46976	GYG1	GYG
Q8IV53	DENND1C	FAM31C
P09471	GNAO1	
Q96IJ6	GMPPA	
O00144	FZD9	FZD3
Q92564	DCUN1D4	KIAA0276
P58550	FXYD6P3	FXYD8
Q96SD1	DCLRE1C	ARTEMIS ASCID SCIDA SNM1C
Q12929	EPS8	
O75616	ERAL1	HERA
H0YM25	GOLGA6L22	
Q9NYF0	DACT1	DPR1 HNG3
P62873	GNB1	
Q00266	MAT1A	AMS1 MATA1
P24347	MMP11	STMY3
Q8WX77	IGFBPL1	IGFBPRP4
P52333	JAK3	
Q8IYS2	KIAA2013	
S4R3P1	MTRNR2L13	
Q5MIZ7	PPP4R3B	KIAA1387 PP4R3B SMEK2
P21452	TACR2	NK2R NKNAR TAC2R
Q5VXU1	NKAIN2	FAM77B TCBA1
Q7RTY3	PRSS45P	PRSS45 TESSP5
P78367	NKX3-2	BAPX1 NKX3B
Q02817	MUC2	SMUC
P35232	PHB	
Q16649	NFIL3	E4BP4 IL3BP1
Q5H8A3	NMS	
Q86XP0	PLA2G4D	
Q96LQ0	PPP1R36	C14orf50
P15735	PHKG2	
Q86UU1	PHLDB1	KIAA0638 LL5A
Q5VY43	PEAR1	MEGF12
O15534	PER1	KIAA0482 PER RIGUI
O94818	NOL4	NOLP
O95453	PARN	DAN
Q8N2H9	PELI3	
P69849	NOMO3	
O75807	PPP1R15A	GADD34
Q9H714	RUBCNL	C13orf18 KIAA0226L
Q5VTL8	PRPF38B	
P41271	NBL1	DAN DAND1
Q6ZRP0	PRR23C	
Q6ZNJ1	NBEAL2	KIAA0540
Q9Y3C1	NOP16	
O00567	NOP56	NOL5A
Q9ULW8	PADI3	PAD3 PDI3
Q6ZS30	NBEAL1	ALS2CR16 ALS2CR17
B3GLJ2	PATE3	
Q5VT98	PRAMEF20	PRAMEF21
Q14919	DRAP1	
C9JE40	PATL2	
Q5VXH5	PRAMEF7	
O75915	ARL6IP5	DERP11 JWA PRA2 PRAF3
O60831	PRAF2	
Q04118	PRB3	
Q9H4Q4	PRDM12	PFM9
Q9NQU5	PAK6	PAK5
P30044	PRDX5	ACR1
Q9UNW9	NOVA2	ANOVA NOVA3
A6NF83	NUPR2	NUPR1L
Q6PIU2	NCEH1	AADACL1 KIAA1363
Q96IZ0	PAWR	PAR4
Q96AQ6	PBXIP1	HPIP
Q9NZP6	NPAP1	C15orf2
P57721	PCBP3	PCBP3-OT1 PCBP3OT
Q96NT5	SLC46A1	HCP1 PCFT
Q9NXW9	ALKBH4	ABH4
Q6RI45	BRWD3	
Q6NS38	ALKBH2	ABH2
Q96MT4	LINC01600	C6orf195
Q6UXT8	ALKAL1	FAM150A
Q6ZQR2	CFAP77	C9orf171
Q6UWD8	C16orf54	
A4D0Y5	C7orf77	
Q66PJ3	ARL6IP4	
Q8N5R6	CCDC33	
Q14CZ0	C16orf72	
Q69YN2	CWF19L1	
Q9H765	ASB8	
P80075	CCL8	MCP2 SCYA10 SCYA8
Q9UF02	CACNG5	
Q9BXI9	C1QTNF6	CTRP6
Q9NQ33	ASCL3	BHLHA42 HASH3 SGN1
Q86UW7	CADPS2	CAPS2 KIAA1591
Q7L266	ASRGL1	ALP CRASH
Q6DHV5	CC2D2B	C10orf130 C10orf131
Q8TE57	ADAMTS16	KIAA2029
Q3LIE5	ADPRM	C17orf48
P21730	C5AR1	C5AR C5R1
O60583	CCNT2	
Q8N7S2	DNAJC5G	
Q5TBA9	FRY	C13orf14
Q5CZC0	FSIP2	
Q6ZPD9	DPY19L3	
O75553	DAB1	
A8MZA4	GOLGA6L6	
Q9C0B1	FTO	KIAA1752
Q9UEU5	GAGE2D; GAGE8	; 
P36915	GNL1	HSR1
Q8NHP7	EXD1	EXDL1
Q07507	DPT	
Q86XP6	GKN2	BLOT GDDR TFIZ1
O14610	GNGT2	GNG8 GNG9 GNGT8
Q9Y250	LZTS1	FEZ1
Q5T0T0	MARCHF8	MARCH8 MIR RNF178
Q8N653	LZTR1	TCFL2
Q9BXT6	MOV10L1	
P23919	DTYMK	CDC8 TMPK TYMK
O95819	MAP4K4	HGK KIAA0687 NIK
Q6ZMV9	KIF6	C6orf102
P21941	MATN1	CMP CRTM
P48742	LHX1	LIM-1 LIM1
Q969F8	KISS1R	AXOR12 GPR54
A1Z1Q3	MACROD2	C20orf133
Q8N5X7	EIF4E3	
Q13118	KLF10	TIEG TIEG1
Q9Y4X4	KLF12	AP2REP
Q53HC5	KLHL26	
Q8TD94	KLF14	BTEB5
Q6MZP7	LIN54	CXCDC1 KIAA2037
Q9BXK1	KLF16	BTEB4 NSLP2
Q9NXS3	KLHL28	BTBD5
Q3KP22	MAJIN	C11orf85
P56537	EIF6	EIF3A ITGB4BP
P07288	KLK3	APS
P01619	IGKV3-20	
Q6B9Z1	IGFL4	
P49736	MCM2	BM28 CCNL1 CDCL1 KIAA0030
Q8TDY8	IGDCC4	DDM36 KIAA1628 NOPE
Q02080	MEF2B	XMEF2
P50748	KNTC1	KIAA0166
A6NHZ5	LRRC14B	
A6NGN9	IGLON5	
O75095	MEGF6	EGFL3 KIAA0815
Q9H2S1	KCNN2	
O95069	KCNK2	TREK TREK1
A0A087WXM9	MEIKIN	
Q5TGZ0	MICOS10	C1orf151 MIC10 MINOS1
Q14626	IL11RA	
Q8IWT6	LRRC8A	KIAA1437 LRRC8 SWELL1
Q96KK3	KCNS1	
Q53RY4	KRTCAP3	KCP3
P41159	LEP	OB OBS
Q9H3R0	KDM4C	GASC1 JHDM3C JMJD2C KIAA0780
P28356	HOXD9	HOX4C
P07948	LYN	JTK8
Q9Y234	LIPT1	
Q9UHF4	IL20RA	
Q99665	IL12RB2	
P20702	ITGAX	CD11C
P05556	ITGB1	FNRB MDF2 MSK12
Q9NZU5	LMCD1	
Q9UHC7	MKRN1	RNF61
Q969V3	NCLN	
P30039	PBLD	MAWBP
P40426	PBX3	
Q9Y5G9	PCDHGA4	
P04554	PRM2	
O14931	NCR3	1C7 LY117
Q9NQP4	PFDN4	PFD4
Q8NGS9	OR13C2	
Q9NP73	ALG13	CXorf45 GLT28D1
O60566	BUB1B	BUBR1 MAD3L SSK1
Q96LX7	CCDC17	
Q2M243	CCDC27	
Q9Y698	CACNG2	
Q9Y4F5	CEP170B	FAM68C KIAA0284
P18440	NAT1	AAC1
A8MX76	CAPN14	
Q9NR71	ASAH2	HNAC1
Q9H4Z3	PCIF1	C20orf67 CAPAM PPP1R121
Q4AC94	C2CD3	
O00622	CCN1	CYR61 GIG1 IGFBP10
Q86X55	CARM1	PRMT4
P06729	CD2	SRBC
P19086	GNAZ	
A8MXU0	DEFB108A; DEFB108C	DEFB108P1; DEFB108P2
Q96LA6	FCRL1	FCRH1 IFGP1 IRTA5
Q9NPI6	DCP1A	SMIF
Q8WTQ7	GRK7	GPRK7
Q6P4F2	FDX2	FDX1L
Q8N9W8	FAM71D	C14orf54
Q15125	EBP	
P09884	POLA1	POLA
P04626	ERBB2	HER2 MLN19 NEU NGL
Q2NKX8	ERCC6L	PICH
Q9NPG1	FZD3	
Q13316	DMP1	
Q9NY33	DPP3	
Q5RKV6	EXOSC6	MTR3
Q9NQT4	EXOSC5	CML28 RRP46
Q7L190	DPPA4	
O75911	DHRS3	RDH17 SDR16C1
Q9NTX5	ECHDC1	
O95677	EYA4	
Q9NYM4	GPR83	GPR72 KIAA1540
Q92935	EXTL1	EXTL
P07332	FES	FPS
Q7L0X2	ERICH6	C3orf44 FAM194A
Q13304	GPR17	
P15407	FOSL1	FRA1
Q16394	EXT1	
O95995	GAS8	DRC4 GAS11
Q9H098	FAM107B	C10orf45
Q5T9C2	FAM102A	C9orf132 EEIG1
Q8TAM6	ERMN	KIAA1189
O75460	ERN1	IRE1
Q9BRR8	GPATCH1	ECGP GPATC1
Q5JU00	TCTE1	DRC5
Q9NRY5	FAM114A2	C5orf3
Q12950	FOXD4	FKHL9 FOXD4A FREAC5
Q12946	FOXF1	FKHL5 FREAC1
Q13461	FOXE3	FKHL12 FREAC8
Q9UPY3	DICER1	DICER HERNA KIAA0928
Q9UJU5	FOXD3	HFH2
Q9UPW0	FOXJ3	KIAA1041
O15409	FOXP2	CAGH44 TNRC10
Q96A26	FAM162A	C3orf28 E2IG5
Q9BZS1	FOXP3	IPEX
A8MPP1	DDX11L8	
A8MTA8	FAM166B	
A4D2P6	GRID2IP	
Q92796	DLG3	KIAA1232
Q8WUB2	FAM216A	C12orf24
A6NKX1	FAM223B	CXorf52B LINC00204B
P10768	ESD	
A0A1B0GVK7	FAM240A	
Q9NYJ7	DLL3	
O75343	GUCY1B2	
Q9NR23	GDF3	
Q8TBF8	FAM81A	
O15303	GRM6	GPRC1F MGLUR6
Q14320	FAM50A	DXS9928E HXC26 XAP5
Q64ET8	FRG2	FRG2A
Q68DX3	FRMPD2	PDZD5C PDZK4 PDZK5C
Q7Z6J6	FRMD5	
Q2M3D2	EXOC3L2	XTP7
Q8WWF6	DNAJB3	HCG3
P0DP74	DEFB130A	DEFB130 DEFB30
Q6P531	GGT6	
O75140	DEPDC5	KIAA0645
Q08379	GOLGA2	
Q5JXM2	METTL24	C6orf186
Q6UXD1	HRCT1	
Q6IAA8	LAMTOR1	C11orf59 PDRO
Q6P1K1	SLC48A1	HRG1
P16150	SPN	CD43
Q9BTT4	MED10	
Q05315	CLC	LGALS10 LGALS10A
P14651	HOXB3	HOX2G
Q9Y5X9	LIPG	
Q8TE12	LMX1A	
Q14686	NCOA6	AIB3 KIAA0181 RAP250 TRBP
O76036	NCR1	LY94
Q9Y5G6	PCDHGA7	
O75381	PEX14	
P43088	PTGFR	
P42785	PRCP	PCP
Q8N0V5	GCNT2	GCNT5 II NACGT1
Q8N907	DAND5	CER2 CKTSF1B3 GREM3 SP1
Q5VW38	GPR107	KIAA1624 LUSTR1
H3BV12	GOLGA8Q	
Q8NBJ4	GOLM1	C9orf155 GOLPH2
Q8WUU5	GATAD1	ODAG
Q14161	GIT2	KIAA0148
P31276	HOXC13	HOX3G
Q14210	LY6D	E48
P54315	PNLIPRP1	PLRP1
Q7RTP6	MICAL3	KIAA0819 KIAA1364
Q969J5	IL22RA2	
A6NMX2	EIF4E1B	
P38570	ITGAE	
Q9UKP3	ITGB1BP2	
Q15811	ITSN1	ITSN SH3D1A
P14735	IDE	
Q9NZ38	IDI2-AS1	C10orf110
Q15651	HMGN3	TRIP7
Q86VZ6	JAZF1	TIP27 ZNF802
P02008	HBZ	HBZ2
Q14103	HNRNPD	AUF1 HNRPD
A6ND01	IZUMO1R	FOLR4 JUNO
P69905	HBA1; HBA2	; 
Q5VV43	KIAA0319	
Q8NCT3	KIAA0895	
Q6UXG2	KIAA1324	EIG121
O75594	PGLYRP1	PGLYRP PGRP TNFSF3L
A8MWY0	KIAA1324L	EIG121L
Q96PD5	PGLYRP2	PGLYRPL PGRPL
Q96LB9	PGLYRP3	PGRPIA
Q8NA29	MFSD2A	MFSD2 NLS1
Q8WUJ1	CYB5D2	
Q86XE5	HOGA1	C10orf65 DHDPSL
Q8IVG9	MT-RNR2	HN
P08779	KRT16	KRT16A
Q9NSC5	HOMER3	
Q9NSB8	HOMER2	
Q9UJC3	HOOK1	
Q2M2I5	KRT24	KA24
Q53H96	PYCR3	PYCRL
Q9NZL4	HSPBP1	HSPBP
Q99714	HSD17B10	ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2
P16401	H1-5	H1F5 HIST1H1B
Q8IU57	IFNLR1	IL28RA LICR2
Q6W4X9	MUC6	
Q96EL1	INKA1	C3orf54 FAM212A
P09210	GSTA2	GST2
A0A1W2PR19	GSTT4	GSTTP1
Q8WYB5	KAT6B	KIAA0383 MORF MOZ2 MYST4
P21266	GSTM3	GST5
Q9NY64	SLC2A8	GLUT8 GLUTX1
Q9BXW7	HDHD5	CECR5
P11166	SLC2A1	GLUT1
Q8NG08	HELB	
O95167	NDUFA3	
Q5SWA1	PPP1R15B	
P58294	PROK1	
Q99935	OPRPN	BPLP PROL1
Q9BRQ3	NUDT22	
Q6ZVK8	NUDT18	MTH3
Q32M88	PGGHG	ATHL1
P00558	PGK1	PGKA
P07737	PFN1	
Q14112	NID2	
Q9H606	PRORY	CYorf17
O75380	NDUFS6	
Q8NBZ9	NEXN-AS1	C1orf118
Q8IZ63	PRR22	
Q6ZWH5	NEK10	
P81277	PRLH	PRH
Q6P3R8	NEK5	
Q9NZG7	NINJ2	
Q9BRX2	PELO	
Q9NVX2	NLE1	
Q32NB8	PGS1	
O95631	NTN1	NTN1L
Q9NXJ5	PGPEP1	PGPI
Q96RR1	TWNK	C10orf2 PEO1
Q92569	PIK3R3	
Q86YP4	GATAD2A	
Q05586	GRIN1	NMDAR1
O94916	NFAT5	KIAA0827 TONEBP
Q02505	MUC3A	MUC3
Q99102	MUC4	
Q8IVW1	ARL17A; ARL17B	ARL17P1; ARF1P2 ARL17A
Q03135	CAV1	CAV
P12644	BMP4	BMP2B DVR4
P31146	CORO1A	CORO1
P08861	CELA3B	ELA3B
P10589	NR2F1	EAR3 ERBAL3 TFCOUP1
O95696	BRD1	BRL BRPF2
Q14019	COTL1	CLP
Q9C0F1	CEP44	KIAA1712
Q9BV10	ALG12	
Q96LK0	CEP19	C3orf34
Q9UP79	ADAMTS8	METH2
Q96HQ2	CDKN2AIPNL	
Q9HCE6	ARHGEF10L	GRINCHGEF KIAA1626
C9JUS6	ADM5	C19orf76
Q9BXN1	ASPN	PLAP1 SLRR1C
Q5T5A4	C1orf194	
O14977	AZIN1	OAZI OAZIN
Q96KC9	CABS1	C4orf35
Q96MW5	COG8	
Q5VU69	C1orf189	
P39059	COL15A1	
Q5KU26	COLEC12	CLP1 NSR2 SCARA4 SRCL
Q13137	CALCOCO2	NDP52
Q7Z602	GPR141	PGR13
Q6IED9	DGAT2L7P	
Q8IXQ4	GPALPP1	KIAA1704 LSR7
P51654	GPC3	OCI5
Q9UN88	GABRQ	
Q8NI51	CTCFL	BORIS
A4FU28	CTAGE9	
P26232	CTNNA2	CAPR
A6NDZ8	MBD3L4	
Q9Y586	MAB21L2	
Q6ZQX7	LIAT1	C17orf97
P10721	KIT	SCFR
Q5VZF2	MBNL2	MBLL MBLL39 MLP1
Q13477	MADCAM1	
Q96JY0	MAEL	
Q9GZV4	EIF5A2	
Q9P2N7	KLHL13	BKLHD2 KIAA1309
O14910	LIN7A	MALS1 VELI1
A0A0C4DH73	IGKV1-12	
P43355	MAGEA1	MAGE1 MAGE1A
Q86Z02	HIPK1	KIAA0630 MYAK NBAK2
Q96LB3	IFT74	CCDC2 CMG1
Q02078	MEF2A	MEF2
P51787	KCNQ1	KCNA8 KCNA9 KVLQT1
P50851	LRBA	BGL CDC4L LBA
Q8N6Y2	LRRC17	P37NB
Q9Y2L9	LRCH1	CHDC1 KIAA1016
Q96NI6	LRFN5	C14orf146 SALM5
Q96EZ8	MCRS1	INO80Q MSP58
Q14676	MDC1	KIAA0170 NFBD1
Q9BRT3	MIEN1	C17orf37 RDX12 XTP4
Q8NFP4	MDGA1	MAMDC3
Q5S007	LRRK2	PARK8
P50222	MEOX2	GAX MOX2
Q9UFC0	LRWD1	CENP-33 ORCA
Q86UK5	EVC2	LBN
Q9H089	LSG1	
P40189	IL6ST	
Q00987	MDM2	
P01705	IGLV2-23	
O75023	LILRB5	LIR8
Q8NA19	L3MBTL4	
P19823	ITIH2	IGHEP2
Q75NE6	MIR17HG	C13orf25 MIRH1 MIRHG1
P04264	KRT1	KRTA
P35527	KRT9	
Q5HYA8	TMEM67	MKS3
Q92769	HDAC2	
Q9BVR0	HERC2P3	
O15327	INPP4B	
Q8IV16	GPIHBP1	HBP1
P57053	H2BFS	
Q9NRZ9	HELLS	PASG SMARCA6
Q9HCC6	HES4	BHLHB42
Q8N5Z5	KCTD17	
O14990	PPP1R2C	PPP1R2P9
Q63HM2	PCNX4	C14orf135 FBP2 PCNXL4
P12081	HARS1	HARS HRS
Q01813	PFKP	PFKF
Q9NPG2	NGB	
O75340	PDCD6	ALG2
Q8NHW6	OTOS	OTOSP
P54750	PDE1A	
Q14123	PDE1C	
Q8N8D1	PDCD7	
